Players,Team,Location,Opponent,Opponent Conference,Power,Top 25,,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,OPP ACTIVE VALUE,OPP HISTORICAL VALUE,TEAM ACTIVE VALUE,TEAM HISTORICAL VALUE,Doubles,Double Doube,Triple Double,0-3+ FG,Perfect 2 FG min 3,Perfect 3 FG min 3,Points Leader,Def Reb Leader,Off Reb Leader,Steal Leader,Assist Leader,Foul Trouble,20+ minutes,20+ points,SM,Line,Clutch ,Overtime,Attendance,Player Points,Top 7,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amani Lyles,Akron,AWAY,Arkansas St.,Sun Belt,0,,Starter,1,23,2,8,0,4,0,0,5,4,1,0,0,2,4,,22.157,,38.191,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-5,5.5,1,1,4610,0,TRUE,1,23,2,8,0,4,0,0,5,4,1,0,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amani Lyles,Akron,AWAY,Saint Mary's,WCC,0,0,Bench,0,18,5,7,5,6,0,0,0,2,2,0,1,3,15,0,64.285,0,38.191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,13.5,0,0,"3,316",0,TRUE,0,18,5,7,5,6,0,0,0,2,2,0,1,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowen Hardman,Akron,AWAY,Arkansas St.,Sun Belt,0,,Bench,0,5,1,3,1,3,0,0,0,0,0,0,0,0,3,,22.157,,38.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5.5,1,1,4610,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowen Hardman,Akron,AWAY,Saint Mary's,WCC,0,0,Bench,0,11,1,4,0,3,0,0,0,0,0,0,0,2,2,0,64.285,0,38.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,13.5,0,0,"3,316",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Gray,Akron,AWAY,Saint Mary's,WCC,0,0,Starter,1,25,2,6,2,3,0,0,4,3,4,1,0,4,6,0,64.285,0,38.191,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-19,13.5,0,0,"3,316",0,TRUE,1,25,2,6,2,3,0,0,4,3,4,1,0,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Gray,Akron,AWAY,Arkansas St.,Sun Belt,0,,Bench,0,32,2,3,0,0,0,0,4,3,7,2,4,1,4,,22.157,,38.191,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-5,5.5,1,1,4610,0,TRUE,0,32,2,3,0,0,0,0,4,3,7,2,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Okonkwo,Akron,AWAY,Arkansas St.,Sun Belt,0,,Starter,1,22,2,5,0,0,1,2,3,10,0,0,2,1,5,,22.157,,38.191,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-5,5.5,1,1,4610,0,TRUE,1,22,2,5,0,0,1,2,3,10,0,0,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Okonkwo,Akron,AWAY,Saint Mary's,WCC,0,0,Starter,1,23,2,5,0,0,0,0,3,6,3,1,3,2,4,0,64.285,0,38.191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-19,13.5,0,0,"3,316",0,TRUE,1,23,2,5,0,0,0,0,3,6,3,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josiah Harris,Akron,AWAY,Arkansas St.,Sun Belt,0,,Starter,1,27,3,10,3,7,4,7,3,5,2,1,2,2,13,,22.157,,38.191,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-5,5.5,1,1,4610,0,TRUE,1,27,3,10,3,7,4,7,3,5,2,1,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josiah Harris,Akron,AWAY,Saint Mary's,WCC,0,0,Starter,1,22,4,9,3,6,5,5,0,1,0,0,0,1,16,0,64.285,0,38.191,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-19,13.5,0,0,"3,316",0,TRUE,1,22,4,9,3,6,5,5,0,1,0,0,0,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Johnson,Akron,AWAY,Saint Mary's,WCC,0,0,Starter,1,27,3,9,2,3,0,0,0,1,2,2,4,2,8,0,64.285,0,38.191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-19,13.5,0,0,"3,316",0,TRUE,1,27,3,9,2,3,0,0,0,1,2,2,4,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Johnson,Akron,AWAY,Arkansas St.,Sun Belt,0,,Bench,0,31,4,15,1,4,2,2,1,1,2,3,2,1,11,,22.157,,38.191,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-5,5.5,1,1,4610,0,TRUE,0,31,4,15,1,4,2,2,1,1,2,3,2,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seth Wilson,Akron,AWAY,Arkansas St.,Sun Belt,0,,Bench,0,12,2,5,1,3,0,0,0,0,1,1,2,1,5,,22.157,,38.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5.5,1,1,4610,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seth Wilson,Akron,AWAY,Saint Mary's,WCC,0,0,Bench,0,12,1,4,0,3,0,0,0,0,0,1,0,1,2,0,64.285,0,38.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,13.5,0,0,"3,316",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shammah Scott,Akron,AWAY,Arkansas St.,Sun Belt,0,,Bench,0,28,4,10,0,3,0,0,0,5,2,1,1,0,8,,22.157,,38.191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5,5.5,1,1,4610,0,TRUE,0,28,4,10,0,3,0,0,0,5,2,1,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shammah Scott,Akron,AWAY,Saint Mary's,WCC,0,0,Bench,0,22,3,6,1,3,2,3,0,3,4,1,0,0,9,0,64.285,0,38.191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-19,13.5,0,0,"3,316",0,TRUE,0,22,3,6,1,3,2,3,0,3,4,1,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharron Young,Akron,AWAY,Arkansas St.,Sun Belt,0,,Starter,1,22,6,8,3,5,0,0,0,1,1,1,0,2,15,,22.157,,38.191,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-5,5.5,1,1,4610,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharron Young,Akron,AWAY,Saint Mary's,WCC,0,0,Bench,0,16,1,5,0,0,0,0,0,1,1,2,0,3,2,0,64.285,0,38.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,13.5,0,0,"3,316",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tavari Johnson,Akron,AWAY,Arkansas St.,Sun Belt,0,,Starter,1,23,2,12,1,5,2,2,0,1,3,0,3,1,7,,22.157,,38.191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5,5.5,1,1,4610,0,TRUE,1,23,2,12,1,5,2,2,0,1,3,0,3,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tavari Johnson,Akron,AWAY,Saint Mary's,WCC,0,0,Starter,1,24,2,10,0,1,0,0,0,1,2,1,0,1,4,0,64.285,0,38.191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-19,13.5,0,0,"3,316",0,TRUE,1,24,2,10,0,1,0,0,0,1,2,1,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aden Holloway,Alabama,AWAY,Purdue,Big Ten,1,1,Bench,0,17,3,7,1,4,0,0,0,1,2,0,0,0,7,0,87.117,0,70.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,2.5,1,0,"14,876",0,TRUE,0,17,3,7,1,4,0,0,0,1,2,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aden Holloway,Alabama,HOME,Arkansas St.,Sun Belt,0,,Bench,0,10,2,5,2,4,0,0,0,0,0,0,1,4,6,,22.157,,70.697,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,-24.5,1,0,"13,474",0,TRUE,0,10,2,5,2,4,0,0,0,0,0,0,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aden Holloway,Alabama,HOME,UNC Asheville,Big South,0,,Bench,0,24,3,6,2,3,3,3,1,3,2,1,0,2,11,,33.157,,70.697,1,0,0,0,0,1,0,0,0,0,0,0,1,0,56,-27.5,0,0,"13,474",0,TRUE,0,24,3,6,2,3,3,3,1,3,2,1,0,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aden Holloway,Alabama,HOME,McNeese St.,Southland,1,1,Bench,0,16,0,6,0,5,0,0,0,2,1,1,0,0,0,0,29.493,0,70.697,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,-17.5,1,0,"13,474",0,TRUE,0,16,0,6,0,5,0,0,0,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aiden Sherrell,Alabama,HOME,Arkansas St.,Sun Belt,0,,Bench,0,11,0,3,0,3,0,0,3,2,1,0,1,0,0,,22.157,,70.697,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9,-24.5,1,0,"13,474",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aiden Sherrell,Alabama,HOME,UNC Asheville,Big South,0,,Bench,0,17,2,3,0,0,2,5,5,4,1,1,0,1,6,,33.157,,70.697,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,-27.5,0,0,"13,474",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aiden Sherrell,Alabama,HOME,McNeese St.,Southland,1,1,Bench,0,9,0,0,0,0,0,0,0,2,1,0,1,0,0,0,29.493,0,70.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-17.5,1,0,"13,474",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford Omoruyi,Alabama,AWAY,Purdue,Big Ten,1,1,Starter,1,22,2,5,0,0,3,4,2,5,0,0,4,0,7,0,87.117,0,70.697,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-9,2.5,1,0,"14,876",0,TRUE,1,22,2,5,0,0,3,4,2,5,0,0,4,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford Omoruyi,Alabama,HOME,Arkansas St.,Sun Belt,0,,Starter,1,17,5,6,0,0,2,4,1,8,0,0,0,4,12,,22.157,,70.697,1,0,0,0,0,0,0,1,0,0,0,1,0,0,9,-24.5,1,0,"13,474",0,TRUE,1,17,5,6,0,0,2,4,1,8,0,0,0,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford Omoruyi,Alabama,HOME,UNC Asheville,Big South,0,,Starter,1,19,6,6,0,0,4,4,1,7,1,0,1,3,16,,33.157,,70.697,1,0,0,0,1,1,0,1,0,0,0,0,0,0,56,-27.5,0,0,"13,474",0,TRUE,1,19,6,6,0,0,4,4,1,7,1,0,1,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford Omoruyi,Alabama,HOME,McNeese St.,Southland,1,1,Starter,1,18,1,1,0,0,2,3,4,3,0,0,2,3,4,0,29.493,0,70.697,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,-17.5,1,0,"13,474",0,TRUE,1,18,1,1,0,0,2,3,4,3,0,0,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrion Reid,Alabama,HOME,Arkansas St.,Sun Belt,0,,Starter,1,20,4,8,1,2,1,2,1,2,1,0,1,3,10,,22.157,,70.697,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,-24.5,1,0,"13,474",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrion Reid,Alabama,HOME,UNC Asheville,Big South,0,,Starter,1,22,3,5,1,1,2,4,1,5,1,0,1,1,9,,33.157,,70.697,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,-27.5,0,0,"13,474",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrion Reid,Alabama,AWAY,Purdue,Big Ten,1,1,Bench,0,13,2,6,0,1,0,1,1,3,2,0,0,1,4,0,87.117,0,70.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,2.5,1,0,"14,876",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrion Reid,Alabama,HOME,McNeese St.,Southland,1,1,Bench,0,12,1,3,1,3,1,3,1,2,0,0,1,1,4,0,29.493,0,70.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-17.5,1,0,"13,474",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Nelson,Alabama,AWAY,Purdue,Big Ten,1,1,Starter,1,29,5,7,1,3,1,1,2,9,1,1,1,1,12,0,87.117,0,70.697,2,1,0,0,1,0,0,1,0,1,0,0,1,0,-9,2.5,1,0,"14,876",0,TRUE,1,29,5,7,1,3,1,1,2,9,1,1,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Nelson,Alabama,HOME,McNeese St.,Southland,1,1,Starter,1,27,6,9,2,4,8,10,4,3,3,0,3,3,22,0,29.493,0,70.697,1,0,0,0,0,0,1,0,1,0,0,0,1,1,8,-17.5,1,0,"13,474",0,TRUE,1,27,6,9,2,4,8,10,4,3,3,0,3,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Nelson,Alabama,HOME,Arkansas St.,Sun Belt,0,,Bench,0,27,4,7,0,2,4,6,2,4,2,1,1,2,12,,22.157,,70.697,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,-24.5,1,0,"13,474",0,TRUE,0,27,4,7,0,2,4,6,2,4,2,1,1,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarin Stevenson,Alabama,AWAY,Purdue,Big Ten,1,1,Starter,1,14,0,4,0,4,0,0,0,1,0,0,0,1,0,0,87.117,0,70.697,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-9,2.5,1,0,"14,876",0,TRUE,1,14,0,4,0,4,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarin Stevenson,Alabama,HOME,Arkansas St.,Sun Belt,0,,Starter,1,10,1,2,0,1,0,1,2,3,1,0,1,4,2,,22.157,,70.697,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,-24.5,1,0,"13,474",0,TRUE,1,10,1,2,0,1,0,1,2,3,1,0,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarin Stevenson,Alabama,HOME,UNC Asheville,Big South,0,,Starter,1,21,3,6,0,3,4,6,1,6,2,0,0,1,10,,33.157,,70.697,1,0,0,0,1,0,0,0,0,0,0,0,1,0,56,-27.5,0,0,"13,474",0,TRUE,1,21,3,6,0,3,4,6,1,6,2,0,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarin Stevenson,Alabama,HOME,McNeese St.,Southland,1,1,Starter,1,23,2,7,0,5,0,2,0,2,3,2,1,1,4,0,29.493,0,70.697,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,-17.5,1,0,"13,474",0,TRUE,1,23,2,7,0,5,0,2,0,2,3,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labaron Philon,Alabama,HOME,Arkansas St.,Sun Belt,0,,Starter,1,29,3,9,1,4,5,9,0,5,3,1,1,2,12,,22.157,,70.697,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9,-24.5,1,0,"13,474",0,TRUE,1,29,3,9,1,4,5,9,0,5,3,1,1,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labaron Philon,Alabama,HOME,UNC Asheville,Big South,0,,Starter,1,24,4,7,0,1,2,2,0,2,9,3,4,0,10,,33.157,,70.697,1,0,0,0,0,0,0,0,0,1,1,0,1,0,56,-27.5,0,0,"13,474",0,TRUE,1,24,4,7,0,1,2,2,0,2,9,3,4,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labaron Philon,Alabama,HOME,McNeese St.,Southland,1,1,Starter,1,21,3,5,0,2,2,2,0,2,1,1,2,2,8,0,29.493,0,70.697,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,-17.5,1,0,"13,474",0,TRUE,1,21,3,5,0,2,2,2,0,2,1,1,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labaron Philon,Alabama,AWAY,Purdue,Big Ten,1,1,Bench,0,27,7,10,3,4,1,1,4,1,5,0,0,1,18,0,87.117,0,70.697,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-9,2.5,1,0,"14,876",0,TRUE,0,27,7,10,3,4,1,1,4,1,5,0,0,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latrell Wrightsell,Alabama,HOME,Arkansas St.,Sun Belt,0,,Bench,0,30,2,11,1,9,4,4,0,5,2,2,2,1,9,,22.157,,70.697,0,0,0,0,0,1,0,0,0,1,0,0,1,0,9,-24.5,1,0,"13,474",0,TRUE,0,30,2,11,1,9,4,4,0,5,2,2,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
